"body","entityname","userid","createdAt"
"🤷‍♂️📍👎🍳🆗","Crystal Inn Hotel & Suites Salt Lake City","878293195646842","2018-03-13 03:22:40.813+00"
"🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️","North Dining Hall","361816177630471","2018-03-01 18:00:01.119+00"
"🤷🆗☕🍳🥞","Blueberry Hill Breakfast Cafe","1864493876898160","2018-01-13 07:18:34.504+00"
"🤷🍵","Yoyo Station","10214788409806965","2018-08-18 18:01:12.919+00"
"🤷💃🍻","Joe's Brewery","1720951507964911","2018-02-20 04:44:40.745+00"
"🤷💸🤔","Bagel & Deli Shop","1864493876898160","2018-02-26 23:58:08.87+00"
"🤷😐","DESTIHL Restaurant & Brew Works","1864493876898160","2018-04-17 17:10:57.479+00"
"🤷😕😕🥙","Puree's Pizza & Pasta","1864493876898160","2017-11-20 23:29:36.814+00"
"🤷🥗🥐","Corner Bakery Cafe","1696995083646520","2017-12-01 04:29:56.256+00"
"🤸‍♀️🕺🏊‍♂️⛹️💪","Campus Recreation Center East","1319390198166409","2018-01-19 01:43:24.52+00"
"🤸‍♀️🗣🤣👼🕺","Orpheum Children's Science Museum","1585186008195683","2018-03-11 02:28:19.506+00"
"🤸‍♀️🧘‍♀️🏃‍♀️👚💪","Outdoor Voices","10155200088205955","2018-05-31 14:00:10.363+00"
"🤺🐟😋","Rhodes Restaurant at Calabash, Grenada","10155200088205955","2018-03-24 01:32:28.777+00"
"🥀🍸🍊🍍🍹","Lock & Key","904147553087729","2018-11-19 04:02:14.68+00"
"🥀👭👍","Half Moon Bay Nursery","105541935333594264230","2018-09-03 18:54:57.072+00"
"🥂♻️😍🏅🌅","North Pond","10209402552695319","2018-02-28 18:18:37.88+00"
"🥂🌹💡⚓🌸","The Hampton Social","1659104244102907","2018-02-18 01:39:46.493+00"
"🥂🍞🍓🎨","Lokal","1659104244102907","2018-03-25 16:46:58.321+00"
"🥂🍱","Sakanaya Restaurant","1654538907940105","2017-11-01 06:50:32.417+00"
"🥂🍳🎂📚🕐","The Reservoir","1659104244102907","2018-04-08 19:22:18.096+00"
"🥂🍳🥞😋","Agave","1111655028939865","2018-05-17 18:24:06.933+00"
"🥂🍳🥞🤤👌","Martina","1660353924016921","2018-04-14 20:06:02.32+00"
"🥂🍷🤠","Monsieur Resto+Bar","AIkwmbmie4VhCquS1ciSGq6g9u53","2018-04-22 04:19:14.089+00"
"🥂🍹🎶🕺💃","Joy District Chicago","10212886863311893","2018-02-18 06:59:12.083+00"
"🥂🍻🎉🎊🎈","Trädgården","10156139627340802","2018-05-13 00:27:51.139+00"
"🥂🎉🎊🍕","Palo Alto","105856798281199967470","2018-09-08 06:33:56.667+00"
"🥂🎊🎉🎆","Palo Alto","105856798281199967470","2018-07-09 03:10:52.965+00"
"🥂👍🍷🆗🌄","Cooper-Garrod Estate Vineyards","10155351902975735","2018-07-07 01:07:41.958+00"
"🥂👩‍👦🎉🐒🌾","The Inn At Little Washington","10155200088205955","2018-05-13 22:51:02.074+00"
"🥂👪💝🎉🍖","Saklikoy Calgan","10155963998008817","2018-06-30 16:19:43.128+00"
"🥂💕💯😛😍","The Bread Company","1864493876898160","2018-04-17 17:10:19.936+00"
"🥂🕯😌","Napoleon House","1660353924016921","2018-02-28 06:30:32.163+00"
"🥂😜🍳🤑🗣","Lokal","1659104244102907","2018-06-03 19:39:09.053+00"
"🥃☀️⬆️","Pub St-Paul","a75GkecYjZPfhwj4LIkpJPvvRXL2","2018-04-25 02:57:13.922+00"
"🥃☕🍨🤨","Lottie Creamery","106173579224565293482","2018-12-21 04:23:31.995+00"
"🥃🌅🎼😄","Pub St-Paul","1111655028939865","2018-04-25 03:33:01.964+00"
"🥃🌶️🍊👴📗","Vol. 39","10212886863311893","2018-02-18 03:32:41.445+00"
"🥃🍅🐟😍💸","Juniper & Ivy","1647801008617579","2018-03-16 14:23:12.945+00"
"🥃🍒🍺","The Blind Pig Co","1818871448126667","2018-03-11 07:59:53.743+00"
"🥃🍔👬👭👫","Little Bad Wolf","10209215430457530","2018-11-19 04:01:32.667+00"
"🥃🍷🥂🍇😁","Fly","105856798281199967470","2018-06-16 06:44:35.753+00"
"🥃🍸🌆❤","Gallow Green","115361705896308","2017-11-05 01:34:53.53+00"
"🥃🍸🌆❤","Gallow Green","108032751776815363988","2017-11-05 01:34:53.53+00"
"🥃🍸🍕🗣🎤","Brando's Speakeasy","1659104244102907","2017-11-26 03:42:11.64+00"
"🥃🍸🍹⬇️","The Coldroom","105856798281199967470","2018-04-23 02:55:06.699+00"
"🥃🍸🏆🥇❤️","Roberto American Bar","878293195646842","2018-03-02 05:24:16.604+00"
"🥃🍸😎🎩","Bar George","10155200088205955","2017-12-09 05:59:29.646+00"
"🥃🍹⁉️🍽️🤔","The Aviary NYC","10155200088205955","2018-01-07 05:34:32.102+00"
"🥃🍹🍻🍶🤮","The Aviary NYC","115361705896308","2018-01-07 04:38:58.804+00"
"🥃🍹🍻🍶🤮","The Aviary NYC","108032751776815363988","2018-01-07 04:38:58.804+00"
"🥃🍹🎀👔💎","The Sazerac Bar","105856798281199967470","2019-01-06 01:29:11.278+00"
"🥃🍺🍔🎶😄","The Clybourne","100162404055730","2017-10-25 18:21:29.957+00"
"🥃🍺🥪👍👀","Whiskey Street Cocktails & Dining","878293195646842","2018-03-13 03:23:31.912+00"
"🥃🍻🎶😎","Memphis On Main","161575927917434","2018-01-21 03:44:20.127+00"
"🥃🍻😃🎱","Legends","1818871448126667","2018-03-11 04:42:42.423+00"
"🥃🍻😃😋🕹","Coin-Op Game Room","1818871448126667","2018-03-15 03:15:07.81+00"
"🥃🍻😄🎼👫","Rosewood","1111655028939865","2018-04-23 04:57:10.679+00"
"🥃🍾🍷💡😎","Bourbon & Branch","108032751776815363988","2018-08-11 06:01:31.414+00"
"🥃🎣🍤🐚😍","Papa Zouk","108032751776815363988","2019-01-15 00:04:45.962+00"
"🥃🎼😁","Floyd's Thirst Parlor","10215038709672220","2018-03-11 06:05:00.699+00"
"🥃👌","GinO12","105856798281199967470","2018-08-07 17:53:40.875+00"
"🥃👴🏭🇬🇩🤤","River Antoine Rum Distillery","108032751776815363988","2018-03-26 20:36:38.442+00"
"🥃👾🤖","Hotel Dagstuhler Hof","K1h9GOceX3Pj7vF9tgP7FIGR9903","2018-05-22 21:27:52.281+00"
"🥃💉😍","The Roosevelt Room","105856798281199967470","2018-07-23 04:25:21.995+00"
"🥃💯❗🌙🆒","W.C. HARLAN","110715978028434206799","2018-03-18 00:36:20.178+00"
"🥃💸⏳😤","Radio Maria","1818871448126667","2018-04-17 00:49:55.572+00"
"🥃💸🎶🎛️👍","Exchange LA","904147553087729","2018-11-23 08:25:19.175+00"
"🥃🔟❎🅾️🤤","Westerhall","10155200088205955","2018-03-27 01:17:38.267+00"
"🥃🔥😵","Ole Smoky Moonshine","1970440316501428","2018-03-20 02:20:44.228+00"
"🥃🕵💰💸🤤","Angel's Share","108032751776815363988","2018-03-30 16:09:30.603+00"
"🥃😃🕶🆒👍","Brothers Bar & Grill","1111655028939865","2018-04-26 05:59:43.081+00"
"🥃😎🎸👀👨‍🎤","Sunset Marquis Bar","108032751776815363988","2018-04-29 03:53:59.531+00"
"🥃😑🥩🍟😐","Benchmark Restaurant","10155200088205955","2017-12-03 03:13:13.543+00"
"🥃🤠😋","Whiskey Cake Kitchen & Bar","10210457306100125","2018-01-26 05:01:13.849+00"
"🥃🤵👠👍🔝","The Sazerac Bar","1660353924016921","2018-02-28 06:34:47.625+00"
"🥃🥂","Royale","105856798281199967470","2018-07-14 03:14:50.75+00"
"🥃🥂🌃🔊","The Boss Bar","XXnUVF4DL9ckCjh3acLaUOG33hH2","2018-09-01 20:18:34.483+00"
"🥃🥓👍🦆🤔","Whisknladle Bistro & Bar","10155200088205955","2018-03-15 20:40:17.056+00"
"🥃🥩😀👌👍","Seven Saints","161575927917434","2018-01-21 03:41:22.125+00"
"🥄🥈🌚🏇🏚","The Paul Revere House","108032751776815363988","2018-06-21 20:37:21.018+00"
"🥇⏳","The Blind Pig Brewery","1529368180503424","2018-03-15 06:55:59.622+00"
"🥇🍕😁🐐💯","Mr D's Pizza","108473739188452905120","2018-03-07 23:39:02.556+00"
"🥇🍣🐠","Tachibana Japanese Restaurant","10210457306100125","2018-05-31 12:42:49.2+00"
"🥇💺🙏🛬🌉","Toronto Pearson International Airport","10155200088205955","2019-02-14 01:28:17.766+00"
"🥇🕰️😮","Historium Bruges","105856798281199967470","2018-08-12 10:32:46.896+00"
"🥇😍🐙🥃","Siena Tavern","10210457306100125","2018-03-26 01:26:20.953+00"
"🥇🥇🍞🍪","D'Amato's Pastry Shop","878293195646842","2017-11-10 01:00:09.877+00"
"🥇🦞🦐🤤😩","Papa Zouk","10155200088205955","2019-01-16 00:14:12.454+00"
"🥊🔥👊👍😀","Luyando Boxing","103629337075362","2017-11-02 05:21:38.783+00"
"🥊🤝😊🚿🤑","Hammer Fitness and Boxing","1659104244102907","2018-05-30 03:57:17.482+00"
"🥊🥋🤝😅💪","Downers Grove Boxing & Martial Arts, LLC.","1659104244102907","2018-03-28 23:51:15.911+00"
"🥊🥋🥊🤸‍♀️🤼‍♀️","ARC Pool","1585186008195683","2018-03-10 01:01:19.838+00"
"🥐☕☀️👨‍👩‍👧‍👦","b. patisserie","10155963998008817","2018-11-22 19:06:34.296+00"
"🥐☕❤️🤤","TYPE HYPE","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2018-10-15 07:11:29.145+00"
"🥐☕🍳😋👍","Pettirosso Seattle","rsz45h7FGneakMuNMiLFRbf7Wkm1","2018-04-29 19:54:06.39+00"
"🥐➕🍩➡️😍","Dominique Ansel Bakery","1425689854196183","2018-01-05 18:19:42.584+00"
"🥐🍞🥖🍹🍵","85C Bakery Cafe - Milpitas","10212391291791338","2018-06-24 06:03:24.5+00"
"🥐🍞🥖🥨😘","Sea Wolf Bakers","rsz45h7FGneakMuNMiLFRbf7Wkm1","2018-05-14 20:10:42.925+00"
"🥐🍩☕🤤","Pekara Bakery & Bistro","10155200088205955","2018-11-17 19:17:51.706+00"
"🥐🍩⚰️➡️👼🏽","Mr. Holmes Bakehouse","10155200088205955","2018-08-10 01:00:24.097+00"
"🥐🍩😍😋","Mr. Holmes Bakehouse","106173579224565293482","2018-08-09 20:32:46.04+00"
"🥐🍩🤤","Pekara Bakery & Bistro","10155200088205955","2017-10-28 16:20:24.456+00"
"🥐🍫☕","Forn de Pa","10203814544039457","2018-03-20 18:58:56.845+00"
"🥐🍫🍑🤤😋","Manresa Bread","10155200088205955","2018-08-04 18:32:48.265+00"
"🥐🍰🍪☕😍","Hopscotch Bakery + Market","10108905739483500","2018-03-10 14:55:49.97+00"
"🥐🍰🍴😋","The Larder at Burton Way","1811885595488476","2018-02-18 23:51:52.293+00"
"🥐🍳⏳🇫🇷","Le Pain Quotidien","1659104244102907","2018-05-06 16:44:55.722+00"
"🥐🍳☕🇦🇹🤝","Julius Meinl","1659104244102907","2018-06-27 20:56:54.517+00"
"🥐🍳🍞☕😊","Pekara Bakery & Bistro","10108905739483500","2018-03-11 17:27:54.721+00"
"🥐🍵🎄❤️","Intelligentsia Coffee Venice Coffeebar","10156074801518874","2018-12-09 06:55:04.163+00"
"🥐👌","Manresa Bread","106173579224565293482","2018-12-15 18:56:14.996+00"
"🥐👌🍍🍩😖","Mr. Holmes Bakehouse","106173579224565293482","2018-10-01 20:41:02.091+00"
"🥐👍😀","IKEA Renton Home Furnishings","10210328739483687","2018-05-18 16:55:19.8+00"
"🥐👨‍👩‍👦😍","Mayfield Bakery & Cafe","106173579224565293482","2018-11-23 18:24:42.893+00"
"🥐👫👬👭😊","Piroshky Piroshky","10210528750468531","2018-03-17 23:16:30.194+00"
"🥐😊","Maison Alyzée","htinzXo0U8gSKo8oHgG1WEkqWXc2","2018-12-22 19:08:23.616+00"
"🥐😋🥖🧀","Presse Café","55XOWlmkjmPi7WpgqtOxTvYkjbV2","2018-04-23 11:59:56.495+00"
"🥐😍😋🤤","Pastry Cyril Lignac - Chaillot","106173579224565293482","2018-10-20 10:38:15.638+00"
"🥐😍🙅‍♀️🤦‍♀️😓","Paris","106173579224565293482","2018-10-23 13:07:14.023+00"
"🥐🥇😍","Paillard","10155200088205955","2017-10-22 17:58:56.529+00"
"🥐🥐🥐🧀😍","Olive et Gourmando","106173579224565293482","2018-04-25 18:49:45.078+00"
"🥐🥑🍞👩‍💻❄️","Fikabaren","1726108570780522","2018-05-02 14:08:41.628+00"
"🥐🥔🥖🇮🇳😋","Signature Grill","1111655028939865","2018-05-07 22:02:04.41+00"
"🥐🥖😋😍","Acme Bread Company","106173579224565293482","2018-09-01 19:31:11.007+00"
"🥐🥖🥞☕💯","pain de papa","904147553087729","2018-05-15 02:57:21.014+00"
"🥐🥖🧀☕☺️","Presse Café","AIkwmbmie4VhCquS1ciSGq6g9u53","2018-04-22 17:46:45.986+00"
"🥐🥧🍰👏👏","Le Panier","rsz45h7FGneakMuNMiLFRbf7Wkm1","2018-05-12 08:04:26.854+00"
"🥐🥪🍵😋😍","TYPE HYPE","106173579224565293482","2018-10-15 07:08:23.252+00"
"🥐🧀🍫🤩🤤","Olive et Gourmando","106173579224565293482","2018-04-24 15:59:44.371+00"
"🥑","Chipotle Mexican Grill","975153102632674","2017-11-30 03:15:37.946+00"
"🥑🌮🥙🍴😍","Don Sol Mexican Grill","1701542623238732","2018-02-16 18:00:28.513+00"
"🥑🍞☕😋👩‍💻","Citizens of Chelsea","10155200088205955","2018-05-16 14:48:46.422+00"
"🥑🥦🥒🥕🍚","Cafe Vida - Culver City","10155351902975735","2018-08-02 21:07:04.062+00"
"🥑🥩🥗😋","Maize Mexican Grill","904147553087729","2018-07-23 14:59:57.965+00"
"🥑🧀😫😶🙄","ALDI","157924978075040","2018-01-26 21:36:45.423+00"
"🥒🍅🌱💗💓","Champaign Farmers' Market","106173579224565293482","2018-07-19 22:15:01.397+00"
"🥒🥑🌮🥙","The Dancing Dog Eatery & Juicery","1995199637172039","2018-01-10 20:44:10.173+00"
"🥒🥕🥦🥝🥗","Caffè Macs","10212391291791338","2018-07-11 04:46:14.239+00"
"🥓🍕😋","Pagliacci Pizza","10210616148458401","2018-11-11 03:03:18.049+00"
"🥓🍖🍝🍮🥧","Fresh International Market","10212391291791338","2018-10-14 02:37:56.935+00"
"🥓🍗🍱💕❤","Jip Bap","10156255282978488","2017-10-31 17:56:17.94+00"
"🥓🍳🍔😋😍","DESTIHL Restaurant & Brew Works","904147553087729","2018-05-30 09:22:39.689+00"
"🥓🍷🇪🇸🐙🦑","Bodegas Rosell","1517874618267474","2017-11-20 00:26:35.605+00"
"🥓🐷🐔🐟🥒","Green Onion Asian Market","10212391291791338","2018-02-05 22:21:18.36+00"
"🥓🥞🍳🍾🍸","The Hub Restaurant & Sports Bar","1818871448126667","2018-05-05 17:53:04.529+00"
"🥓🥞🍳🥚👏","Allô! Mon Coco - Plateau Mont-Royal","IJ0ppMi7HtNFuc7Ar4E8aog2urq2","2018-04-27 13:58:28.185+00"
"🥓🥩🍖🍻🍭","The Pink Pig","qKSVykMsNtPtEshtwLbOLYylXeJ3","2018-12-30 20:36:59.453+00"
"🥔🍄🥧😣😖","Piroshky Piroshky","106173579224565293482","2018-11-29 22:57:59.372+00"
"🥔🍩🕳🤤🐐","The Budlong Hot Chicken","10155200088205955","2018-04-29 20:06:53.588+00"
"🥔🐷😢👴☠","Illini Union","10215323205660534","2018-09-30 21:08:27.205+00"
"🥔👌🕯️🥖🤑","Maude's Liquor Bar","1659104244102907","2018-07-26 15:31:51.898+00"
"🥔🥞🍳😊","Perkins Restaurant & Bakery","1748667878486854","2018-03-15 07:30:02.6+00"
"🥔🥞🥞😀😀","Perkins Restaurant & Bakery","105856798281199967470","2018-03-15 07:29:56.228+00"
"🥔🥧👨‍👩‍👧🙂","Four & Twenty Blackbirds","106173579224565293482","2018-07-13 17:06:05.424+00"
"🥕🍎🌽🌿🚜","Stone Barns Center for Food & Agriculture","108032751776815363988","2018-05-20 18:28:27.616+00"
"🥕🍚🇮🇳😡🤬","Saravana Bhavan","106173579224565293482","2018-05-19 22:14:22.542+00"
"🥕🍠🌶️🍤😋","Sushi Kashiba","106173579224565293482","2018-11-27 04:08:57.345+00"
"🥕🛒🚗❌💪","AM-KO Oriental Foods & Gifts","904147553087729","2018-02-09 23:51:06.783+00"
"🥕🥑🍓🐓☔","Common Ground","106173579224565293482","2018-04-04 23:21:36.443+00"
"🥕🥕🥕🥕🐇","Saratoga Farmers' Market at West Valley College","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2018-12-15 18:43:46.971+00"
"🥕🥦🧀🍷🔥","Clever Rabbit","10160009362260456","2018-04-15 03:55:11.428+00"
"🥖🌶🧀👨‍👩‍👧‍👦😄","Mayfield Bakery & Cafe","106173579224565293482","2018-03-18 01:43:03.039+00"
"🥖🍖🌭🙂🤗","Capo's","878293195646842","2017-11-06 05:27:04.532+00"
"🥖🍞🥞","Panera Bread","1559098000810232","2018-01-18 23:56:06.71+00"
"🥖🍷🗣️🖊️😋","Restaurant La Pepita","10203814544039457","2018-03-20 12:54:11.09+00"
"🥖😂🍔👌☕","Einstein Brothers Bagels","10212391291791338","2018-02-05 22:15:28.429+00"
"🥖🥞🍖😋","Panera Bread","10208832423362633","2018-02-22 01:37:51.325+00"
"🥖🥧🥗🍎🤑","Trader Joe's","rsz45h7FGneakMuNMiLFRbf7Wkm1","2018-04-29 05:01:49.975+00"
"🥗","Common Ground","110478412661569610356","2018-01-31 00:51:15.509+00"
"🥗","Salad House","10215622808507539","2018-03-18 05:05:39.185+00"
"🥗☕🥓🍳😍","Harvest Market","10157745799508644","2018-04-19 20:57:09.933+00"
"🥗❌🥓🤷‍♂️","Brasserie 701","105856798281199967470","2018-04-25 17:09:07.789+00"
"🥗❤️🤗","sweetgreen","878293195646842","2018-03-08 01:50:03.812+00"
"🥗➕🍔😌😻","The Courier Cafe","100162404055730","2017-11-16 17:48:47.495+00"
"🥗🌯🍖","Garlic Mediterranean Grill and Catering","LdbRFos6ElU0hiGjCkktc58OHtz1","2018-05-18 04:46:32.53+00"
"🥗🌯🍩👍👍","Chez Marianne","ckdCCDwNZQbHJeX2dxINqEvBUdg2","2018-05-12 18:44:44.483+00"
"🥗🌱🌿🍑💪","Champaign Farmers' Market","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2018-07-19 22:05:09.489+00"
"🥗🌶🍤🤤","Salad Meister","10108905739483500","2018-03-10 02:23:43.689+00"
"🥗🍇🤑🤤❤","Salad Meister","100162404055730","2017-10-19 16:23:06.212+00"
"🥗🍎🐓🥖","sweetgreen","1748667878486854","2018-04-06 01:14:07.078+00"
"🥗🍓👍","Salad Meister","2036742583225662","2017-12-01 19:10:37.776+00"
"🥗🍔🌶🔥💯","8oz Burger & Co","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-06-29 00:51:36.342+00"
"🥗🍗🍔🍔","Legends","10213288375297458","2018-01-05 21:16:15.978+00"
"🥗🍗🥒😄","Benjyehuda","878293195646842","2017-10-18 00:14:34.855+00"
"🥗🍙🍘🍮🇨🇳","Lei Garden","10212391291791338","2018-07-04 20:05:39.985+00"
"🥗🍛👌","Sakanaya Restaurant","1907525575949047","2017-12-08 01:52:28.303+00"
"🥗🍝🇲🇲👌🌞","Kyusu Burmese Cuisine","10155351902975735","2018-03-26 22:50:04.185+00"
"🥗🍝🍕🥂","Saizeriya","1806470722731430","2018-03-11 05:12:13.224+00"
"🥗🍣🍴😐","Mr.Kyoto","10207814784727552","2017-12-15 20:43:44.812+00"
"🥗🍱🥟🍛🍝","Mr. Chou & Charles","10212391291791338","2018-08-27 04:11:12.275+00"
"🥗🍲🍩😇😍","Panera Bread","100162404055730","2017-10-19 16:25:01.652+00"
"🥗🍲🍰🙃🤓","Beckman Cafe","100162404055730","2017-10-19 15:43:52.533+00"
"🥗🐓🥓🤤😇","The Club Room","1361942793868970","2017-12-23 17:23:35.612+00"
"🥗🐔☕😌","The Loft at UC San Diego","10155200088205955","2018-03-15 20:37:59.267+00"
"🥗🐔💪⛽🏃‍♀️","sweetgreen","10155200088205955","2018-11-04 18:37:28.239+00"
"🥗🐔🥑💪😄","Roast Kitchen","10155200088205955","2017-11-20 20:09:28.338+00"
"🥗🐔🥑💪😋","sweetgreen","10155200088205955","2018-05-17 19:45:15.879+00"
"🥗🐔🥢👍","Sunflower Vietnamese Restaurant","105856798281199967470","2018-10-05 06:28:13.581+00"
"🥗🐟😋🍕👍","Crushed Red- Edwardsville","110478412661569610356","2018-08-18 18:21:07.795+00"
"🥗👌","The Varian Cafe","1748667878486854","2018-05-30 20:34:31.041+00"
"🥗👭😄","Three Ravens","10102728676322882","2018-04-20 00:51:59.88+00"
"🥗😀🍝","Noodles and Company","395494837568437","2018-02-18 03:47:36.55+00"
"🥗😋👍🍫🥛","Artisan Cafe","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-07-01 19:25:48.671+00"
"🥗😍💵😢","sweetgreen","1748667878486854","2018-04-16 01:18:53.814+00"
"🥗😢🙅‍♂️🧀👎","Brasserie 701","1111655028939865","2018-04-25 18:15:43.253+00"
"🥗🙄🍪🙊🥟","Einstein Brothers Bagels","1640736822650363","2018-02-08 03:03:45.422+00"
"🥗🤢🎩💰","The Red Cat","115361705896308","2017-11-05 01:31:39.786+00"
"🥗🤢🎩💰","The Red Cat","108032751776815363988","2017-11-05 01:31:39.786+00"
"🥗🤯","Salad Meister","1573926969369084","2018-02-16 19:33:17.271+00"
"🥗🤷🥟🥟🍪","Poke Lab","1640736822650363","2018-02-12 02:25:59.439+00"
"🥗🥃👔😁👍","Roanoke Restaurant","878293195646842","2017-12-14 03:36:33.289+00"
"🥗🥑🍓🥦😊","Caffè Macs","LdbRFos6ElU0hiGjCkktc58OHtz1","2018-05-19 00:48:42.962+00"
"🥗🥑🐓🌶🤤","Mandy's Salad Bar","106173579224565293482","2018-04-24 23:43:46.35+00"
"🥗🥔🍲😋","Red Herring Vegetarian Restaurant","1111655028939865","2018-05-10 00:22:09.634+00"
"🥗🥖⌛😴🈵","Olive Garden Italian Restaurant","395494837568437","2018-03-04 03:26:42.597+00"
"🥗🥩😋👍👍","Joule","rsz45h7FGneakMuNMiLFRbf7Wkm1","2018-05-12 08:01:18.724+00"
"🥗🥪🐔😋😍","Mendocino Farms","10155200088205955","2018-03-22 00:39:46.751+00"
"🥗🥪🙂👍","Mia Za's","1111655028939865","2018-04-26 19:27:03.583+00"
"🥗🧀🍝🐮😇","Chili's Grill & Bar","10101518996685315","2018-03-20 23:17:24.171+00"
"🥘🌶🔥😋","Boiling Point, Seattle","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-06-30 04:59:40.379+00"
"🥘🍚☺️","Bab Plus Restaurant","1425689854196183","2017-12-06 20:29:22.77+00"
"🥘🍚🌶️🌽🙂","Boiling Point, Seattle","1425689854196183","2017-12-21 19:26:59.202+00"
"🥘🍚🤤😋😖","Coco Ramen & Curry Bar","10207814784727552","2018-07-22 15:45:44.134+00"
"🥘🍚🥚🌶👍","Bab Plus Restaurant","1425689854196183","2018-04-07 20:03:09.663+00"
